 ferrocene-based macrocycle                                       Feff 8.50L
 Dinnebier et al,  Organometallics 2001, 20, 5642-5647
  1.400  3.2970E+00  8.0461E-02 -7.4394E+00  1.025E+00  2.7965E+01  2.8276E+00
  1.500  3.2641E+00  8.0282E-02 -7.7509E+00  1.026E+00  2.7289E+01  2.8774E+00
  1.600  3.2285E+00  7.9464E-02 -8.0458E+00  1.028E+00  2.6512E+01  2.9300E+00
  1.700  3.1901E+00  7.8071E-02 -8.3241E+00  1.030E+00  2.5652E+01  2.9854E+00
  1.800  3.1489E+00  7.6168E-02 -8.5860E+00  1.033E+00  2.4735E+01  3.0435E+00
  1.900  3.1049E+00  7.3818E-02 -8.8315E+00  1.036E+00  2.3785E+01  3.1042E+00
  2.000  3.0580E+00  7.1080E-02 -9.0604E+00  1.039E+00  2.2827E+01  3.1676E+00
  2.200  2.9554E+00  6.4643E-02 -9.4675E+00  1.045E+00  2.0981E+01  3.3024E+00
  2.400  2.8407E+00  5.6656E-02 -9.8080E+00  1.052E+00  1.9361E+01  3.4479E+00
  2.600  2.7179E+00  4.8764E-02 -1.0120E+01  1.057E+00  1.8092E+01  3.6045E+00
  2.800  2.5495E+00  4.2859E-02 -1.0348E+01  1.043E+00  1.7251E+01  3.7839E+00
  3.000  2.3971E+00  4.1771E-02 -1.0565E+01  1.152E+00  9.3259E+00  3.9565E+00
  3.200  2.3331E+00  3.8883E-02 -1.0908E+01  1.199E+00  7.5189E+00  4.0938E+00
  3.400  2.2813E+00  3.5156E-02 -1.1251E+01  1.224E+00  6.7424E+00  4.2286E+00
  3.600  2.2145E+00  3.1157E-02 -1.1540E+01  1.228E+00  6.3375E+00  4.3728E+00
  3.800  2.1443E+00  2.7045E-02 -1.1799E+01  1.227E+00  6.1314E+00  4.5220E+00
  4.000  2.0724E+00  2.2983E-02 -1.2037E+01  1.218E+00  6.0419E+00  4.6758E+00
  4.200  1.9992E+00  1.9159E-02 -1.2255E+01  1.207E+00  6.0286E+00  4.8337E+00
  4.400  1.9253E+00  1.5663E-02 -1.2460E+01  1.196E+00  6.0688E+00  4.9955E+00
  4.600  1.8508E+00  1.2537E-02 -1.2659E+01  1.183E+00  6.1488E+00  5.1606E+00
  4.800  1.7740E+00  9.7569E-03 -1.2850E+01  1.171E+00  6.2600E+00  5.3287E+00
  5.000  1.6953E+00  7.3327E-03 -1.3045E+01  1.160E+00  6.3963E+00  5.4996E+00
  5.200  1.6142E+00  5.2549E-03 -1.3254E+01  1.151E+00  6.5535E+00  5.6730E+00
  5.400  1.5298E+00  3.5231E-03 -1.3494E+01  1.140E+00  6.7285E+00  5.8487E+00
  5.600  1.4426E+00  2.1481E-03 -1.3805E+01  1.131E+00  6.9189E+00  6.0263E+00
  5.800  1.3524E+00  1.1806E-03 -1.4360E+01  1.122E+00  7.1231E+00  6.2057E+00
  6.000  1.2599E+00  8.5871E-04 -1.5366E+01  1.112E+00  7.3396E+00  6.3867E+00
  6.500  1.0250E+00  1.5783E-03 -1.6692E+01  1.088E+00  7.9278E+00  6.8454E+00
  7.000  7.9814E-01  1.8534E-03 -1.7255E+01  1.063E+00  8.5736E+00  7.3112E+00
  7.500  5.9202E-01  1.7229E-03 -1.7789E+01  1.042E+00  9.2691E+00  7.7826E+00
  8.000  4.0719E-01  1.5936E-03 -1.8349E+01  1.027E+00  1.0009E+01  8.2583E+00
  8.500  2.3649E-01  1.6084E-03 -1.8848E+01  1.013E+00  1.0788E+01  8.7376E+00
  9.000  4.5481E-02  1.7275E-03 -1.9169E+01  9.996E-01  1.1605E+01  9.2198E+00
  9.500 -1.4052E-01  1.8518E-03 -1.9378E+01  9.876E-01  1.2457E+01  9.7043E+00
 10.000 -3.2261E-01  1.9478E-03 -1.9520E+01  9.761E-01  1.3341E+01  1.0191E+01
 11.000 -6.4969E-01  1.9710E-03 -1.9879E+01  9.593E-01  1.5204E+01  1.1168E+01
 12.000 -9.4480E-01  1.6809E-03 -2.0265E+01  9.521E-01  1.7184E+01  1.2150E+01
 13.000 -1.2310E+00  1.3522E-03 -2.0545E+01  9.465E-01  1.9275E+01  1.3135E+01
 14.000 -1.4860E+00  1.3584E-03 -2.0765E+01  9.425E-01  2.1470E+01  1.4123E+01
 15.000 -1.7222E+00  1.7199E-03 -2.1134E+01  9.417E-01  2.3765E+01  1.5113E+01
 16.000 -1.9473E+00  1.8301E-03 -2.1532E+01  9.405E-01  2.6157E+01  1.6104E+01
 17.000 -2.1508E+00  1.8563E-03 -2.1997E+01  9.403E-01  2.8641E+01  1.7097E+01
 18.000 -2.3431E+00  1.7921E-03 -2.2445E+01  9.409E-01  3.1216E+01  1.8090E+01
 19.000 -2.5236E+00  1.7644E-03 -2.2824E+01  9.409E-01  3.3878E+01  1.9085E+01
 20.000 -2.6904E+00  1.7406E-03 -2.3137E+01  9.411E-01  3.6624E+01  2.0080E+01
