 name:     zircon                                                 Feff 8.50L
 formula:  ZrSiO4
 sites:    Zr1,Si1,O1
 refer1:   wyckoff XII,157
 refer2:
 schoen:
 POT  SCF  30  4.4000   0, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=14 Rmt= 0.991 Rnm= 1.189 K  shell
 Pot 1 Z=40 Rmt= 1.490 Rnm= 1.564
 Pot 2 Z=14 Rmt= 0.992 Rnm= 1.193
 Pot 3 Z= 8 Rmt= 0.932 Rnm= 1.037
 Gam_ch=4.153E-01 H-L exch
 Mu=-5.477E+00 kf=2.422E+00 Vint=-1.910E+01 Rs_int= 1.498
 PATH  Rmax= 4.400,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   10      icalc       2
 -----------------------------------------------------------------------
   2   8.000   3.5501    2.2389   -5.47671 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  14 Si       absorbing atom
  5.800  9.9693E+00  3.5300E-01 -2.4073E+01  1.061E+00  7.4810E+00  5.9975E+00
  6.000  9.9099E+00  3.2747E-01 -2.4204E+01  1.054E+00  7.7296E+00  6.1848E+00
  6.500  9.7563E+00  2.7252E-01 -2.4493E+01  1.040E+00  8.4015E+00  6.6578E+00
  7.000  9.5921E+00  2.2740E-01 -2.4740E+01  1.030E+00  9.1365E+00  7.1362E+00
  7.500  9.4217E+00  1.9118E-01 -2.4963E+01  1.020E+00  9.9267E+00  7.6187E+00
  8.000  9.2550E+00  1.6347E-01 -2.5176E+01  1.010E+00  1.0767E+01  8.1043E+00
  8.500  9.1019E+00  1.4287E-01 -2.5380E+01  9.996E-01  1.1653E+01  8.5924E+00
  9.000  8.9674E+00  1.2658E-01 -2.5566E+01  9.902E-01  1.2582E+01  9.0825E+00
  9.500  8.8489E+00  1.1227E-01 -2.5732E+01  9.828E-01  1.3553E+01  9.5740E+00
 10.000  8.7388E+00  9.8959E-02 -2.5882E+01  9.778E-01  1.4563E+01  1.0067E+01
 11.000  8.5221E+00  7.7468E-02 -2.6161E+01  9.713E-01  1.6696E+01  1.1055E+01
 12.000  8.2994E+00  6.4537E-02 -2.6420E+01  9.609E-01  1.8973E+01  1.2047E+01
 13.000  8.1108E+00  5.3995E-02 -2.6640E+01  9.507E-01  2.1388E+01  1.3040E+01
 14.000  7.9446E+00  4.3686E-02 -2.6843E+01  9.454E-01  2.3935E+01  1.4035E+01
 15.000  7.7811E+00  3.5812E-02 -2.7023E+01  9.430E-01  2.6611E+01  1.5030E+01
 16.000  7.6298E+00  2.8806E-02 -2.7141E+01  9.407E-01  2.9413E+01  1.6027E+01
 17.000  7.4988E+00  2.1028E-02 -2.7183E+01  9.396E-01  3.2336E+01  1.7024E+01
 18.000  7.3746E+00  1.5065E-02 -2.7095E+01  9.401E-01  3.5380E+01  1.8021E+01
 19.000  7.2545E+00  1.2299E-02 -2.6880E+01  9.406E-01  3.8541E+01  1.9019E+01
 20.000  7.1472E+00  1.1249E-02 -2.6641E+01  9.411E-01  4.1818E+01  2.0018E+01
